Ejected yields in solar masses from Battino et al. 2019, MNRAS (models listed in Table 2)

Isotope	 m2z1m2	 m3z1m2	 m2z2m2	 m3z2m2	 m2z3m2	 m3z3m2	 m3z2m2-hCBM	 m3z3m2-hCBM
Hf-177	1.6115093E-10	2.7784246E-10	1.8042502E-10	6.4160767E-10	1.4735996E-10	3.9823717E-10	7.3390129E-10	5.7930355E-10
Hf-178	4.8478824E-10	9.5515789E-10	3.5443133E-10	1.8346999E-09	2.3300616E-10	8.2613656E-10	2.2558662E-09	1.2571073E-09
Hf-179	1.8659907E-10	3.5769146E-10	1.5723092E-10	7.1326518E-10	1.1326565E-10	3.5804176E-10	8.5871886E-10	5.3591879E-10
Hf-180	8.7474557E-10	1.7980041E-09	5.4187273E-10	3.1698955E-09	3.1579169E-10	1.2701769E-09	3.9769083E-09	1.9656124E-09
Hf-181	1.0561106E-99	1.7442067E-43	1.0148024E-99	2.2830511E-99	6.6732552E-100	1.4302155E-96	7.7668564E-46	2.0946096E-99
Hf-182	3.0742222E-11	8.6234175E-11	9.5710316E-12	1.5420676E-10	1.4361419E-12	3.2585845E-11	1.9218454E-10	4.9392745E-11
Hf-183	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-184	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-185	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-169	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-170	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-171	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-172	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-173	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-174	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-175	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-176	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-177	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-178	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-179	2.5325718E-49	6.8370108E-27	1.2199686E-31	9.6563166E-27	2.8406384E-31	2.7764790E-28	4.7077230E-27	6.0463679E-29
Ta-180	1.2807739E-14	1.6273455E-14	2.5135875E-14	5.5028123E-14	2.3937217E-14	5.2722039E-14	5.3947606E-14	7.3638273E-14
Ta-181	2.5606075E-10	4.6511813E-10	2.5864709E-10	9.7976203E-10	2.0469857E-10	5.6969531E-10	1.1399527E-09	8.3411938E-10
Ta-182	1.1849430E-18	3.3567346E-18	3.6894061E-19	5.9675583E-18	5.5350493E-20	1.2595440E-18	7.4426022E-18	1.9072769E-18
Ta-183	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-184	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-185	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ta-186	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-172	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-173	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-174	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-175	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-176	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-177	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-178	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-179	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-180	4.6724401E-13	6.5055629E-13	8.7742826E-13	2.0359235E-12	8.2910518E-13	1.8573225E-12	2.0426768E-12	2.6033517E-12
W-181	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2484035E-99	2.0946096E-99
W-182	3.8515469E-10	7.9690011E-10	2.9322518E-10	1.3657780E-09	2.0196909E-10	6.5867866E-10	1.6747243E-09	1.0042725E-09
W-183	2.5312192E-10	4.9226493E-10	1.7488302E-10	9.0239286E-10	1.1202534E-10	3.9574331E-10	1.1138226E-09	6.0117273E-10
W-184	6.3903861E-10	1.2681198E-09	4.0391508E-10	2.2238358E-09	2.4524441E-10	9.1927393E-10	2.7794168E-09	1.4124499E-09
W-185	1.0561106E-99	1.3945075E-41	1.0148024E-99	5.7285672E-79	6.6732552E-100	6.2413782E-90	1.8596180E-42	2.0946096E-99
W-186	3.3153472E-10	6.2093265E-10	2.8436602E-10	1.2841372E-09	2.1387021E-10	6.3880451E-10	1.5234248E-09	9.2816726E-10
W-187	1.0561106E-99	1.3272679E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	5.5386268E-93	2.0946096E-99
W-188	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-189	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
W-190	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-175	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-176	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-177	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-178	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-179	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-180	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-181	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-182	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-183	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-184	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-185	1.7353297E-10	2.9715424E-10	1.4870136E-10	6.2804774E-10	1.0967678E-10	3.2619652E-10	7.4760049E-10	4.7870932E-10
Re-186	1.0561106E-99	2.0133702E-66	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4907437E-99	9.9761918E-84	2.0946096E-99
Re-187	1.4998635E-10	2.4206485E-10	2.0036841E-10	6.1060224E-10	1.7558070E-10	4.3261778E-10	6.6580372E-10	6.1413171E-10
Re-188	1.0561106E-99	1.3272896E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	6.1755291E-93	2.0946096E-99
Re-189	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-190	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Re-191	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Os-179	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Os-180	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Os-181	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Os-182	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Os-183	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Os-184	3.6802982E-13	4.6374882E-13	7.3258964E-13	1.5857967E-12	7.0007430E-13	1.5371103E-12	1.5486334E-12	2.1468955E-12
Os-185	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Os-186	2.1140967E-10	4.8672003E-10	1.1871358E-10	7.1306538E-10	6.6778782E-11	2.7587195E-10	9.1207214E-10	4.3994882E-10
Os-187	8.2774626E-11	1.7098832E-10	8.0025667E-11	2.9469785E-10	6.3825785E-11	1.7277231E-10	3.4800762E-10	2.5714905E-10
Os-188	6.5865080E-10	1.3082067E-09	6.3299884E-10	2.4443394E-09	5.0093510E-10	1.3854158E-09	2.8609490E-09	2.0298383E-09
Os-189	3.9556646E-10	5.9965853E-10	6.4362135E-10	1.6236915E-09	5.9274931E-10	1.3622693E-09	1.6857084E-09	1.9218692E-09
Os-190	9.4142463E-10	1.6888033E-09	1.1467230E-09	3.6285923E-09	9.8461118E-10	2.4626775E-09	4.0430842E-09	3.5352175E-09
Os-191	1.0561106E-99	3.8933384E-47	1.0148024E-99	2.2730647E-99	6.6732552E-100	1.5670147E-99	9.1706208E-61	2.0946096E-99
Os-192	1.0125284E-09	1.5013552E-09	1.6478848E-09	4.2486627E-09	1.5217387E-09	3.5038883E-09	4.4099437E-09	4.9280056E-09
Os-193	1.0561106E-99	1.3272738E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	3.7790063E-93	2.0946096E-99
Os-194	5.6014505E-20	1.4491571E-16	1.3014146E-19	1.4981335E-16	1.4678721E-20	8.1140272E-18	8.0865030E-17	4.9358334E-18
Os-195	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Os-196	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-181	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-182	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-183	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-184	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-185	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-186	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-187	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-188	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-189	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-190	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-191	7.8079487E-10	1.0720854E-09	1.4240438E-09	3.2876035E-09	1.3408479E-09	2.9976970E-09	3.2995054E-09	4.2036494E-09
Ir-192	1.0561106E-99	2.5314551E-41	1.0148024E-99	3.8612060E-64	6.6732552E-100	6.3265804E-90	2.9196837E-42	2.0946096E-99
Ir-193	1.3032105E-09	1.7542902E-09	2.4133060E-09	5.5175619E-09	2.2792077E-09	5.0790484E-09	5.5119392E-09	7.1145959E-09
Ir-194	2.0356959E-23	5.2712977E-20	4.7294813E-23	5.4469863E-20	5.3341032E-24	2.9500710E-21	2.9411574E-20	1.7941063E-21
Ir-195	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-196	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ir-197	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-184	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-185	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-186	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-187	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-188	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-189	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-190	5.2214174E-13	6.5793077E-13	1.0393758E-12	2.2498375E-12	9.9324785E-13	2.1808370E-12	2.1971169E-12	3.0460145E-12
Pt-191	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-192	1.2828608E-10	3.1936087E-10	9.1123624E-11	4.5115457E-10	6.2976257E-11	2.0569438E-10	5.5667797E-10	3.1466441E-10
Pt-193	6.2828512E-13	6.7438255E-12	3.1073647E-13	5.8587127E-12	5.9904482E-14	1.2206724E-12	7.0519652E-12	1.9618666E-12
Pt-194	1.6297386E-09	2.4876464E-09	2.6751649E-09	6.7448982E-09	2.4728223E-09	5.6688408E-09	6.9788868E-09	7.9865488E-09
Pt-195	1.4675533E-09	2.0276138E-09	2.6913764E-09	6.2017999E-09	2.5381478E-09	5.6685716E-09	6.2141993E-09	7.9463117E-09
Pt-196	1.6363557E-09	2.8286959E-09	2.1958635E-09	6.3711749E-09	1.9451670E-09	4.7046749E-09	6.9268885E-09	6.7178804E-09
Pt-197	1.0561106E-99	1.4416074E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	3.3544919E-91	2.0946096E-99
Pt-198	3.2353567E-10	4.7550637E-10	5.8156543E-10	1.4299853E-09	5.4749500E-10	1.2411389E-09	1.4453103E-09	1.7387466E-09
Pt-199	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-200	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-201	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pt-202	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-185	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-186	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-187	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-188	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-189	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-190	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-191	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-192	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-193	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-194	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-195	1.0561106E-99	1.3272571E-99	1.0148024E-99	7.5434218E-96	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-196	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-197	7.5803722E-10	1.1836805E-09	1.1818895E-09	3.0516819E-09	1.0823219E-09	2.5103343E-09	3.1956596E-09	3.5520356E-09
Au-198	1.0561106E-99	3.3241759E-65	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906988E-99	2.3645701E-84	2.0946096E-99
Au-199	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-200	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-201	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-202	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Au-203	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-189	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-190	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-191	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-192	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-193	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-194	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-195	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-196	1.5589384E-12	1.9637970E-12	3.1035892E-12	6.7175018E-12	2.9659874E-12	6.5145774E-12	6.5604106E-12	9.1008079E-12
Hg-197	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-198	7.1502374E-10	1.5665220E-09	4.0379135E-10	2.2982538E-09	2.4338200E-10	9.3474233E-10	2.8978955E-09	1.4550884E-09
Hg-199	4.6558297E-10	8.9751865E-10	4.4121911E-10	1.6543117E-09	3.5414536E-10	9.7178576E-10	1.9266525E-09	1.4255588E-09
Hg-200	1.2156405E-09	2.6073602E-09	7.7980292E-10	4.0143079E-09	5.2611749E-10	1.7825320E-09	4.9524861E-09	2.7031597E-09
Hg-201	5.6422842E-10	1.2059431E-09	4.0341347E-10	1.8995720E-09	2.9072253E-10	9.0921205E-10	2.3060336E-09	1.3590795E-09
Hg-202	1.9897974E-09	4.5873227E-09	1.0899920E-09	6.2183359E-09	6.9030481E-10	2.4686522E-09	7.7668645E-09	3.7528935E-09
Hg-203	1.0561106E-99	8.0231718E-50	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	1.8948508E-72	2.0946096E-99
Hg-204	1.2294370E-10	2.3454845E-10	1.5638199E-10	4.8659884E-10	1.4042536E-10	3.3725365E-10	5.2276679E-10	4.7634574E-10
Hg-205	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-206	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-207	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hg-208	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-192	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-193	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-194	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-195	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-196	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-197	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-198	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-199	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-200	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-201	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-202	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-203	9.4153519E-10	2.2160795E-09	5.3955268E-10	2.9536122E-09	3.5761687E-10	1.2090223E-09	3.6581967E-09	1.8199526E-09
Tl-204	2.8822009E-23	1.6283550E-18	1.5113465E-22	5.0345389E-19	1.3328486E-23	2.1574918E-20	2.1142868E-19	1.2168866E-20
Tl-205	1.7836896E-09	3.7762271E-09	1.1165114E-09	5.0420110E-09	8.1593898E-10	2.3771289E-09	6.1122451E-09	3.5234282E-09
Tl-206	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-207	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-208	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-209	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tl-210	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-193	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-194	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-195	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Pb-196	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
